time,sensor_gps_raw/carrier_phase.00_rate
1305.950799,
1306.950683,0.0
1307.950103,0.200569536536932
1308.950537,0.4089411050081253
1309.950072,0.5491875410079956
1310.952156,0.7046574726700783
1311.950201,0.9208310842514038
1312.951117,0.9250175431370735
1313.946078,-0.049856942147016525
1314.950069,0.26660143956542015
1316.151067,-10.813437953591347
1316.951092,11.556725043803453
1317.952116,-0.06184544041752815
1318.954097,0.8595565184950829
1320.150466,-9.595748741179705
1320.955074,11.893354550004005
1321.947072,2.625862393528223
1322.947096,2.5794307366013527
1323.955371,2.6622084826231003
1324.951073,2.954499565064907
1325.950129,3.0770486928522587
1326.95407,3.1866578459739685
1327.95507,3.389510903507471
1328.955122,3.6641046702861786
1329.955032,3.7917917259037495
1330.950587,4.066385496407747
1331.950216,4.288458213210106
1332.950089,4.339076325297356
1333.954766,4.5594364032149315
1334.954278,4.85534306243062
1335.950141,5.141354452818632
1336.950098,5.372561268508434
1337.951186,5.600152496248484
1338.954123,5.658953242003918
1339.955179,5.840112823992968
1340.955269,5.983403954654932
1341.954868,5.9881612956523895
1342.955116,6.081785786896944
1343.955208,6.317940231412649
1344.958067,6.3207946345210075
1345.955085,6.395770348608494
1346.954188,6.605283673852682
1347.954527,6.637062720954418
1348.958066,6.8307816833257675
1349.955099,7.330302573740482
1350.955091,7.409655030816793
1351.946123,7.59233696013689
1352.947118,7.97368548065424
1353.946371,8.606031350791454
1355.147083,-0.952800415456295
1355.946098,18.71690506860614
1356.946074,9.324009381234646
1358.146072,0.18972279503941536
1358.946077,19.149823177605867
1359.946106,9.819534104317427
1360.94613,9.975765209645033
1362.14707,0.8058937080204487
1362.949192,19.65733639895916
1364.146103,0.8919064477086067
1365.146083,10.042938876897097
1365.942073,19.565614849328995
1366.946068,10.622192818671465
1367.946371,10.855302568525076
1368.947104,11.141504246741533
1369.950543,10.359206963330507
1370.946188,12.394588086754084
1371.950114,11.99116550013423
1372.946545,11.822945892810822
1373.946106,12.561285343021154
1374.950075,12.180697996169329
1375.947937,13.005811363458633
1377.946072,-30.070396468043327
1378.946141,13.327027082443237
1379.950072,13.243488159030676
1380.951119,13.285352770239115
1381.950168,13.501906968653202
1382.949157,13.680402431637049
1383.95007,13.79134364426136
1384.950072,13.974977038800716
1385.9551,14.17174069583416
1386.951094,14.348333224654198
1387.954068,14.414555419236422
1388.954096,14.57858857139945
1389.954101,14.79038542509079
1390.954325,14.915218073874712
1391.951092,15.106463219970465
1392.950084,15.222352061420679
1393.950402,15.328916523605585
1394.954069,15.44899182394147
1395.950095,15.581245932728052
1396.951094,15.591902375221252
1397.9542,15.720350604504347
1398.95442,16.351745013147593
1399.954098,16.942035984247923
1400.955318,16.944700095802546
1401.952813,16.880571126937866
1402.950071,17.32947390526533
1403.946076,17.724142979830503
1404.948071,17.780279610306025
1405.954178,17.6630587130785
1406.954075,17.67599868029356
1407.954166,17.764104649424553
1408.954333,17.848214454948902
1409.954206,17.953446853905916
1410.954098,18.287602547556162
1411.951073,18.602728866040707
1412.95407,18.419285766780376
1413.955068,17.283422835171223
1414.950071,18.099021516740322
1415.95212,18.648018758744
1416.950094,18.589218016713858
1417.95528,18.33879154548049
1418.954066,17.389796994626522
1419.954215,16.329290356487036
1420.956075,16.396273732185364
1421.954072,16.685900703072548
1422.954104,17.255830246955156
1423.954097,17.749642334878445
1424.954191,17.825188919901848
1425.958071,18.161628130823374
1426.954073,18.617571774870157
1427.954072,18.717856541275978
1428.953863,19.272943180054426
1429.954067,19.7414462082088
1430.954069,19.486072093248367
1431.950069,19.493303257972002
1432.955213,19.9699889048934
1433.954067,19.880360584706068
1434.950112,20.040778152644634
1435.954093,20.039255805313587
1436.954115,19.774747595191002
1437.946067,19.583312164992094
1439.146978,12.321515314280987
1439.946079,27.198484364897013
1440.946069,19.26342849805951
1441.953094,18.943354539573193
1442.95407,19.241544727236032
1443.954202,19.422514010220766
1444.951128,19.61318826675415
1445.95418,20.217370685189962
1446.955097,20.083403933793306
1447.947108,20.49101298302412
1449.150231,13.28554305806756
1449.95095,27.916842978447676
1450.94807,20.491203278303146
1451.946129,21.149048499763012
1452.946297,20.490822687745094
1453.946143,20.74467445164919
1454.949069,21.100523613393307
1455.950654,21.436011362820864
1456.951224,21.942573118954897
1457.950335,21.870642110705376
1458.954065,22.135530900210142
1459.954146,22.60574657097459
1460.949087,23.742751259356737
1461.946072,23.728479240089655
1462.946099,23.278815288096666
