time,sensor_gps_raw/carrier_phase.00_rate
1161.154072,7.4153638407588005
1162.154102,7.592527251690626
1163.155841,7.770261537283659
1164.154102,7.953324053436518
1165.154104,8.15389358624816
1166.15519,8.367593377828598
1167.155257,8.605079885572195
1168.155515,8.846943140029907
1169.156215,9.02372596040368
1170.158089,9.234761647880077
1171.158321,9.456073187291622
1172.155188,9.704025842249393
1173.158066,9.959780540317297
1174.154072,10.214774060994387
1175.154503,10.438559416681528
1176.158091,10.600879926234484
1177.158089,10.782229792326689
1178.158092,10.899260401725769
1179.154684,10.98470225930214
1180.15426,11.103635806590319
1181.156096,11.226755812764168
1182.154187,11.299447998404503
1183.156075,11.37385282292962
1184.154875,11.461387909948826
1185.154297,11.569665011018515
1186.154093,11.6804159283638
1187.155392,11.840072318911552
1188.154073,12.054723583161831
1191.155072,-128.21683203056455
1192.155077,12.97060702741146
1193.154139,13.134259589016438
1194.158064,13.275267198681831
1195.154219,13.388301644474268
1196.155171,13.45832971483469
1197.154191,13.551383320242167
1198.154732,13.616654049605131
1199.155881,13.650336027145386
1200.154073,13.660992473363876
1201.154556,13.74586345627904
1202.154074,13.884587541222572
1203.154763,14.04766921699047
1204.154162,14.21170236542821
1205.15512,14.380302555859089
1206.154073,14.566790360957384
1207.154209,14.760128729045391
1208.154922,14.960698261857033
1209.154065,15.197994470596313
1210.154181,15.433387741446495
1211.15409,15.623871710151434
1212.154069,15.809788629412651
1213.154836,16.04708483815193
1214.154066,16.250889360904694
1215.15407,16.44708213582635
1216.154228,16.65336048230529
1217.151162,16.87904877588153
1218.154097,17.10797206684947
1219.154186,17.305116306990385
1220.15411,17.555352490395308
1221.154098,17.77266786247492
1222.154178,17.981420025229454
1223.154066,18.180657494813204
1224.154066,18.350970335304737
1225.154465,18.445926878601313
1226.152103,18.544308707118034
1227.154067,18.59644917398691
1228.151073,18.66114902123809
1229.154071,18.69920775294304
1230.154069,18.715763308107853
1231.154089,18.71633418649435
1232.154407,18.72603916376829
1233.154065,18.754773508757353
1234.154067,18.818712182343006
1235.154066,18.893878184258938
1236.154069,18.998539704829454
1237.154067,19.06514248624444
1238.154108,19.112145025283098
1239.154153,19.124894704669714
1240.154071,19.15990873426199
1241.151443,19.22632123157382
1242.154067,19.381220281124115
1243.154077,19.468945663422346
1244.155252,19.49939265102148
1245.154068,19.482075922191143
1246.155067,19.482456516474485
1247.15411,19.40139140933752
1248.154067,19.344493597745895
1249.155071,19.268376130610704
1250.155188,19.178747814148664
1251.154429,19.158196095377207
1252.154077,19.197777178138494
1253.154068,19.21699684113264
1254.155069,19.169804006814957
1255.154066,19.127558816224337
1256.154544,19.085694205015898
1257.154067,19.111954730004072
1258.154095,19.153629049658775
1259.151067,19.232600919902325
1260.151066,19.386738795787096
1261.155172,19.443826898932457
1262.152071,19.378936752676964
1263.154068,19.370563834905624
1264.154067,19.255816750228405
1265.155203,19.228985339403152
1266.15407,19.198348060250282
1267.155064,19.1663787253201
1268.155064,19.198157764971256
1269.154093,19.206911277025938
