time,sensor_gps_raw/carrier_phase.00_rate,sensor_gps_raw/carrier_phase.01_rate,sensor_gps_raw/carrier_phase.02_rate,sensor_gps_raw/carrier_phase.03_rate,sensor_gps_raw/carrier_phase.04_rate,sensor_gps_raw/carrier_phase.05_rate,sensor_gps_raw/carrier_phase.06_rate,sensor_gps_raw/carrier_phase.07_rate,sensor_gps_raw/carrier_phase.08_rate,sensor_gps_raw/carrier_phase.09_rate,sensor_gps_raw/carrier_phase.10_rate,sensor_gps_raw/carrier_phase.11_rate,sensor_gps_raw/carrier_phase.12_rate,sensor_gps_raw/carrier_phase.13_rate,sensor_gps_raw/carrier_phase.14_rate,sensor_gps_raw/carrier_phase.15_rate,sensor_gps_raw/carrier_phase.16_rate,sensor_gps_raw/carrier_phase.17_rate,sensor_gps_raw/carrier_phase.18_rate,sensor_gps_raw/carrier_phase.19_rate,sensor_gps_raw/carrier_phase.20_rate,sensor_gps_raw/carrier_phase.21_rate,sensor_gps_raw/carrier_phase.22_rate,sensor_gps_raw/carrier_phase.23_rate,sensor_gps_raw/carrier_phase.24_rate,sensor_gps_raw/carrier_phase.25_rate,sensor_gps_raw/carrier_phase.26_rate,sensor_gps_raw/carrier_phase.27_rate,sensor_gps_raw/carrier_phase.28_rate,sensor_gps_raw/carrier_phase.29_rate,sensor_gps_raw/carrier_phase.30_rate,sensor_gps_raw/carrier_phase.31_rate
1305.950799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306.950683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
1307.950103,0.1742452295451855,0.5397226405524407,-0.025382836784274332,0.3950124866892111,0.1754969509766795,0.17190728383803844,-0.3420949860659448,0.17214468417040507,0.40697726713978,0.4742930491123616,,,,,,,,,,,,,,,,,,,,,,
1308.950537,0.4400732879145366,-0.25901389930902496,0.4786477136159988,0.20221968691089387,0.08156806130153882,0.07985825566015592,-1.7131187383847646,0.44651325350905324,0.1732078301247384,0.1411367918410633,,,,,,,,,,,,,,,,,,,,,,
1309.950072,0.5295578072559479,0.6226524466077308,0.22499388778362572,0.71137196855193,0.27239181163523085,0.27874267179618073,0.2958712400695731,0.5191667227498442,0.7152820977367469,0.7847605345255033,,,,,,,,,,,,,,,,,,,,,,
1310.952156,0.8282241523900851,-1.6376553656759825,1.2737611048275426,-0.13700541427499502,-0.15128857739347268,-0.14843173711216195,-0.34896160684274946,0.857549656970761,-0.23178308844666162,-1.8306154401446975,,,,,,,,,,,,,,,,,,,,,,
1311.950201,0.8176963746619279,2.1912170120583596,-0.08481151342613202,1.6986030729867707,0.6890942265342801,0.695885677255518,2.246877688210361,-7.027497616428377,1.733046982743872,1.8817783475117267,,,,,,,,,,,,,,,,,,,,,,
1312.951117,0.982890881094356,-0.48427553563203674,-5.4258012935183615,0.5391413110937151,0.10293887681640967,0.07668280579162001,-2.8008455984682996,0.9750767455648486,0.5295920310588258,0.5634730533375887,,,,,,,,,,,,,,,,,,,,,,
1313.946078,-0.3319002769641415,4.264875772038181,-2673361.427892556,19049874.04259583,74101.4548888797,-14602679.932263626,-4135228.723372715,363764.1126464142,2152148.032000512,,,,,,,,,,,,,,,,,,,,,,,
1314.950069,0.4985105721498613,-4.236631487113868,2649314.241606835,-18878537.080964353,-1.8223253140606062,440.45589150831177,-705.9395155811945,4362243.266094856,-2132790.5718155904,,,,,,,,,,,,,,,,,,,,,,,
1316.151067,0.5330991923709405,-1.1332064733572906,-2.9520845617495297,0.2079591460170036,-1.0923092106383194,449.5526465470755,-703.078431653514,664.5967272058723,0.16369419621281622,0.35165247231032026,,,,,,,,,,,,,,,,,,,,,,
1316.951092,0.21813045335306214,-1.0638492795626462,0.5408968362964401,0.3286927495876171,-4.436247874508041,451.4930531421504,-703.432168465382,667.6911513129941,0.5988189810540803,1.1702769052308213,,,,,,,,,,,,,,,,,,,,,,
1317.952116,0.003075808445814232,-2.4027576513780105,3.413503801028469,-0.35597546842109296,-2.238915250197266,446.0660886629687,-703.6947965947152,662.9612037777329,-0.02262057540542628,2.885582311631765,,,,,,,,,,,,,,,,,,,,,,
1318.954097,0.9770477094886942,-1.7525041689310683,0.7046112369401385,0.14498902907365618,-0.9299353994722424,449.9988164625104,-704.1636758433665,663.532290311479,-0.3044899339012659,1524080.8754038997,,,,,,,,,,,,,,,,,,,,,,
1320.150466,1.3326265120581908,3.2861788801166085,-3.6155666663862007,2.7086915117104695,0.413458513223361,452.53904707971503,-704.0311033406327,-3660433.8544095685,3066656.3252019957,-1276443.4248748303,,,,,,,,,,,,,,,,,,,,,,
1320.955074,0.9596558751014257,-5.901181542804238,1.3890040635599803,-1.524664058147323,-2.3548292477549637,444.60807770433007,-703.8519490352437,5444349.3894519005,-4559799.241284723,1897553.2870129044,,,,,,,,,,,,,,,,,,,,,,
1321.947072,2.194303838656431,8.803369177460581,3.663670197893339,5.96453303020553,2.1832154557944534,456.8303421488497,-702.9255723292607,-4414998.828596204,2159406.0837091412,,,,,,,,,,,,,,,,,,,,,,,
1322.947096,2.5873418121487717,1.0753719932766899,1.7940963184709062,2.63465597943258,0.3757262054963064,448.313856615449,-702.5449005630574,499.3577664821877,104.67142724205564,,,,,,,,,,,,,,,,,,,,,,,
1323.955371,3.1143152674703387,-6.396944185416373,1.2424726666828292,-0.5540340494284806,-73119.40507553476,14405841.336298784,4086890.284487239,-363390.0435619525,-2124642.1151817907,,,,,,,,,,,,,,,,,,,,,,,
1324.951073,2.728054713932437,5.327430458702906,7.72858126528422,4.797940942070738,1.6923743747559001,1.7092522485717723,6.457585993074531,2.709779358381681,4.839318214423145,-1532896.0898597222,,,,,,,,,,,,,,,,,,,,,,
1325.950129,3.0327559987648414,1.883507897731647,-1.6773098572140839,3.5697756977876907,0.6729814256840996,0.7220241473594058,4.3444447873908985,3.216286016347027,3.8842024952532483,4.5738152160445225,,,,,,,,,,,,,,,,,,,,,,
1326.95407,3.4042926555530784,-2.6783257012955346,0.9029656287586931,1.7561560379783714,-0.2842246748288346,-0.33550507185108813,0.37999128527121684,3.767390516380722,4364014.7425433,-2134218.695629653,,,,,,,,,,,,,,,,,,,,,,
1327.95507,3.44961885370639,0.12629263104690835,3.523999988147125,3.107761381779653,0.34692838832825146,0.30872735273683816,4.874747703859839,3.71816134491808,165.25078450610647,-98.40020292433371,0.0,,,,,,,,,,,,,,,,,,,,,
1328.955122,3.6734814553465824,1.137916842647087,0.5859445075741405,3.758837490518715,0.13472136169124838,0.6432183803280509,-1.875583724786793,3.886870516934785,175.48505026262592,-97.71830711481141,1.6389608728678695,,,,,,,,,,,,,,,,,,,,,
1329.955032,3.79361388304509,1.2677562043268154,3.0910510230492036,3.9309649003066625,0.7088058454288273,0.6239363302422305,-2.516117289597105,3.9828701134612317,178.25715472975867,-97.46911604920115,2.9330739716888274,,,,,,,,,,,,,,,,,,,,,
1330.950587,3.8368986502841196,5.436506209880463,0.34929154157009634,5.978410703456575,1.6596277650808133,1.5405535889822772,-5.282547889606803,3.9670916922088395,-4401275.204898688,2152525.170995827,,,,,,,,,,,,,,,,,,,,,,
