time,sensor_gps_raw/carrier_phase.00_rate,sensor_gps_raw/carrier_phase.00_meters,sensor_gps_raw/carrier_phase.00_meters_hp20,sensor_gps_raw/carrier_phase.01_rate,sensor_gps_raw/carrier_phase.01_meters,sensor_gps_raw/carrier_phase.01_meters_hp20,sensor_gps_raw/carrier_phase.02_rate,sensor_gps_raw/carrier_phase.02_meters,sensor_gps_raw/carrier_phase.02_meters_hp20,sensor_gps_raw/carrier_phase.03_rate,sensor_gps_raw/carrier_phase.03_meters,sensor_gps_raw/carrier_phase.03_meters_hp20,sensor_gps_raw/carrier_phase.04_rate,sensor_gps_raw/carrier_phase.04_meters,sensor_gps_raw/carrier_phase.04_meters_hp20,sensor_gps_raw/carrier_phase.05_rate,sensor_gps_raw/carrier_phase.05_meters,sensor_gps_raw/carrier_phase.05_meters_hp20,sensor_gps_raw/carrier_phase.06_rate,sensor_gps_raw/carrier_phase.06_meters,sensor_gps_raw/carrier_phase.06_meters_hp20,sensor_gps_raw/carrier_phase.07_rate,sensor_gps_raw/carrier_phase.07_meters,sensor_gps_raw/carrier_phase.07_meters_hp20,sensor_gps_raw/carrier_phase.08_rate,sensor_gps_raw/carrier_phase.08_meters,sensor_gps_raw/carrier_phase.08_meters_hp20,sensor_gps_raw/carrier_phase.09_rate,sensor_gps_raw/carrier_phase.09_meters,sensor_gps_raw/carrier_phase.09_meters_hp20,sensor_gps_raw/carrier_phase.10_rate,sensor_gps_raw/carrier_phase.10_meters,sensor_gps_raw/carrier_phase.10_meters_hp20,sensor_gps_raw/carrier_phase.11_rate,sensor_gps_raw/carrier_phase.11_meters,sensor_gps_raw/carrier_phase.11_meters_hp20,sensor_gps_raw/carrier_phase.12_rate,sensor_gps_raw/carrier_phase.12_meters,sensor_gps_raw/carrier_phase.12_meters_hp20,sensor_gps_raw/carrier_phase.13_rate,sensor_gps_raw/carrier_phase.13_meters,sensor_gps_raw/carrier_phase.13_meters_hp20,sensor_gps_raw/carrier_phase.14_rate,sensor_gps_raw/carrier_phase.14_meters,sensor_gps_raw/carrier_phase.14_meters_hp20,sensor_gps_raw/carrier_phase.15_rate,sensor_gps_raw/carrier_phase.15_meters,sensor_gps_raw/carrier_phase.15_meters_hp20,sensor_gps_raw/carrier_phase.16_rate,sensor_gps_raw/carrier_phase.16_meters,sensor_gps_raw/carrier_phase.16_meters_hp20,sensor_gps_raw/carrier_phase.17_rate,sensor_gps_raw/carrier_phase.17_meters,sensor_gps_raw/carrier_phase.17_meters_hp20,sensor_gps_raw/carrier_phase.18_rate,sensor_gps_raw/carrier_phase.18_meters,sensor_gps_raw/carrier_phase.18_meters_hp20,sensor_gps_raw/carrier_phase.19_rate,sensor_gps_raw/carrier_phase.19_meters,sensor_gps_raw/carrier_phase.19_meters_hp20,sensor_gps_raw/carrier_phase.20_rate,sensor_gps_raw/carrier_phase.20_meters,sensor_gps_raw/carrier_phase.20_meters_hp20,sensor_gps_raw/carrier_phase.21_rate,sensor_gps_raw/carrier_phase.21_meters,sensor_gps_raw/carrier_phase.21_meters_hp20,sensor_gps_raw/carrier_phase.22_rate,sensor_gps_raw/carrier_phase.22_meters,sensor_gps_raw/carrier_phase.22_meters_hp20,sensor_gps_raw/carrier_phase.23_rate,sensor_gps_raw/carrier_phase.23_meters,sensor_gps_raw/carrier_phase.23_meters_hp20,sensor_gps_raw/carrier_phase.24_rate,sensor_gps_raw/carrier_phase.24_meters,sensor_gps_raw/carrier_phase.24_meters_hp20,sensor_gps_raw/carrier_phase.25_rate,sensor_gps_raw/carrier_phase.25_meters,sensor_gps_raw/carrier_phase.25_meters_hp20,sensor_gps_raw/carrier_phase.26_rate,sensor_gps_raw/carrier_phase.26_meters,sensor_gps_raw/carrier_phase.26_meters_hp20,sensor_gps_raw/carrier_phase.27_rate,sensor_gps_raw/carrier_phase.27_meters,sensor_gps_raw/carrier_phase.27_meters_hp20,sensor_gps_raw/carrier_phase.28_rate,sensor_gps_raw/carrier_phase.28_meters,sensor_gps_raw/carrier_phase.28_meters_hp20,sensor_gps_raw/carrier_phase.29_rate,sensor_gps_raw/carrier_phase.29_meters,sensor_gps_raw/carrier_phase.29_meters_hp20,sensor_gps_raw/carrier_phase.30_rate,sensor_gps_raw/carrier_phase.30_meters,sensor_gps_raw/carrier_phase.30_meters_hp20,sensor_gps_raw/carrier_phase.31_rate,sensor_gps_raw/carrier_phase.31_meters,sensor_gps_raw/carrier_phase.31_meters_hp20
1230.154069,18.715763308107853,21557604.250689194,,3.5272835195064545,24090912.45471455,,5.726697787642479,23317932.362708244,,20.598909493535757,20593485.756857548,,-3.013110011816025,39564782.91252147,,-3.1044509783387184,39638540.31669455,,725.0788358673453,25071859.163032804,,-662.3961000479758,21016668.321522627,,19.851816534996033,21336979.987745237,,17.219674453139305,25011175.30753713,,22.527916453778744,23469778.99985673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231.154089,18.71633418649435,21557540.122482635,,3.444505773484707,24091829.78363247,,5.644110333174467,23317556.055257645,,20.61356210708618,20593876.798366647,,-3.1141559556126595,39564971.05378253,,-3.1967434138059616,39638728.04577952,,725.0240312889218,25072491.22689229,,-662.3953388668597,21016593.646098964,,19.862853564321995,21337401.655118033,,17.190749812871218,25011538.401565973,,22.553415801376104,23470301.59138183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232.154407,18.72603916376829,21557476.003981054,,3.3740971125662327,24092747.042141724,,5.589686341583729,23317179.693383053,,20.631069123744965,20594267.857382763,,-3.21957865357399,39565159.089620896,,-3.301214635372162,39638915.670393266,,725.0284080430865,25073123.295128528,,-662.3869659490883,21016518.97904822,,19.873129423707724,21337823.33276669,,17.207685951143503,25011901.512530953,,22.573967523872852,23470824.203458652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233.154065,18.754773508757353,21557411.914213818,,3.3267139866948128,24093664.253267854,,5.552198488265276,23316803.294020608,,20.664941396564245,20594658.950271152,,-3.302166096866131,39565347.04287182,,-3.3782835826277733,39639103.217938066,,726.737625811249,25073757.072582535,,-662.3624180667102,21016444.336545356,,19.90262494236231,21338245.039910864,,17.248979676514864,25012264.664789658,,22.619828298687935,23471346.86139625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234.154067,18.818712182343006,21557347.888385255,,3.304830215871334,24094581.442510214,,5.552579075098038,23316426.89503875,,20.7389656342566,20595050.11718378,,-3.3489783480763435,39565534.94931049,,-3.4292822778224945,39639290.71448417,,727.361979354173,25074391.474390086,,-662.2952443957329,21016369.761216164,,19.976649183779955,21338666.82107928,,17.314440704882145,25012627.88250939,,22.702606044709682,23471869.602111593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235.154066,18.893878184258938,21557283.937722694,,3.302546691149473,24095498.62946905,,5.561142288148403,23316050.504620105,,20.82269485294819,20595441.367825624,,-3.3798059225082397,39565722.824921586,,-3.47038571536541,39639478.16992684,,723.9104327112436,25075022.424650993,,-662.2263580933213,21016295.254773274,,20.050863716751337,21339088.67646223,,3.1337562017142773,25012976.919544622,,22.790712013840675,23472392.430932906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236.154069,18.998539704829454,21557220.091721654,,3.3263334035873413,24096415.840214595,,5.595585446804762,23315674.14864462,,20.93687105923891,20595832.732643675,,-3.3860856145620346,39565910.69425299,,-3.471717767417431,39639665.62403745,,727.6898553557694,25075657.154334545,,-662.1255024410784,21016220.849186037,,20.161995220929384,21339510.642976683,,16.333857405930758,25013339.156681057,,22.91630583629012,23472915.38534804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237.154067,19.06514248624444,21557156.312323395,,3.31662842258811,24097333.04125516,,5.5980592630803585,23315297.79514295,,21.010134119540453,20596224.170724787,,-3.4387969598174095,39566098.51087305,,-3.50616092979908,39639853.043704905,,725.2742674686015,25076289.46843021,,-662.0573773048818,21016146.511723936,,20.232403874397278,21339932.67989979,,19.82498512789607,25013704.884945214,,22.999273885041475,23473438.422731224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238.154108,19.112145025283098,21557092.579927675,,3.2810435071587563,24098250.20671081,,5.595775738358498,23314921.439357754,,21.070076625794172,20596615.668748405,,-3.4987394586205482,39566286.26755061,,-3.5527828708291054,39640040.416750416,,724.7317402027547,25076921.23999861,,-662.0126582942903,21016072.218980845,,20.283783171325922,21340354.768202193,,17.939936000853777,25014068.728160243,,23.055600803345442,23473961.516441327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239.154153,19.124894704669714,21557028.860281635,,3.213108666241169,24099167.30423162,,5.529553543776274,23314545.017350364,,21.089486584067345,20597007.18618198,,-3.5946474820375443,39566473.92832015,,-3.649071477353573,39640227.69350732,,724.3361196629703,25077552.615946468,,-662.0014309696853,21015997.93746508,,20.30014842748642,21340776.872869853,,17.59702680632472,25014432.22846608,,23.1039354018867,23474484.658486027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240.154071,19.15990873426199,21556965.175649624,,3.1695314161479473,24100084.35817518,,5.48978216201067,23314168.555571593,,21.130399722605944,20597398.744528696,,-3.6722873002290726,39566661.511449866,,-3.7202413007616997,39640414.8990944,,725.6858726814389,25078185.341647346,,-661.9692713357508,21015923.688108947,,20.3378265760839,21341199.01521566,,17.61472411826253,25014795.746469226,,23.149605881422758,23475007.846201207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241.151443,19.22632123157382,21556901.55743011,,3.1480282321572304,24101001.390615556,,5.499867729842663,23313792.10387839,,21.206517189741135,20597790.378992878,,-3.723285995423794,39566849.04358089,,-3.7638185620307922,39640602.06110422,,728.1048858501017,25078820.48636139,,-661.9036200232804,21015849.504404128,,20.409376993775368,21341621.229111888,,17.69731157273054,25015159.347059827,,23.231051575392485,23475531.11536208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242.154067,19.381220281124115,21556838.094109647,,3.2306156791746616,24101918.50564338,,5.5841678231954575,23313415.73648528,,21.36655416712165,20598182.173494037,,-3.6745708286762238,39567036.62442708,,-3.7428862527012825,39640789.24404635,,729.6658648513258,25079457.19205444,,-661.7491015568376,21015775.475217775,,20.56770132854581,21342043.60133245,,17.83108802139759,25015523.081426878,,23.40440910682082,23476054.557880487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243.154077,19.468945663422346,21556774.718514565,,3.241081837564707,24102835.63113736,,5.613473050296307,23313039.398397397,,21.462081592530012,20598574.063522622,,-3.7052081003785133,39567224.174636,,-3.7685758993029594,39640976.401298836,,727.2594110630453,25080091.4912937,,-661.6682267449796,21015701.526906233,,20.657900530844927,21342466.06375221,,17.92395133525133,25015886.90865724,,23.50202976539731,23476578.09801955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244.155252,19.49939265102148,21556711.37336647,,3.1849452033638954,24103752.700494707,,5.5653287544846535,23312663.01216522,,21.497856806963682,20598965.98932642,,-3.791411131620407,39567411.63864189,,-3.848308950662613,39641163.47881827,,723.0396488681436,25080721.570770763,,-661.6406341642141,21015627.606187273,,20.691963098943233,21342888.560234543,,17.93232426047325,25016250.74426053,,23.55397993698716,23477101.690108787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245.154068,19.482075922191143,21556648.01090165,,3.087514840066433,24104669.67242169,,5.4956812635064125,23312286.55628555,,21.494812104851007,20599357.91208552,,-3.901971757411957,39567598.99208715,,-3.965339556336403,39641350.43930709,,723.01605245471,25081351.626651414,,-661.6518614925444,21015553.674240984,,20.679023128002882,21343311.043776903,,17.9445030502975,25016614.59204261,,23.548842005431652,23477625.27706009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246.155067,19.482456516474485,21556584.64881742,,3.0127294287085533,24105586.569563262,,5.424701727926731,23311910.029426344,,21.503185026347637,20599749.843217537,,-4.022998534142971,39567786.22450563,,-4.0755195915699005,39641537.289615884,,723.2308940067887,25081981.897373617,,-661.6562382429838,21015479.737917945,,20.682638708502054,21343733.530934844,,17.919574581086636,25016978.41489622,,23.575102534145117,23478148.890271924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247.15411,19.40139140933752,21556521.205668084,,2.8530730344355106,24106503.30704844,,5.282362062484026,23311533.360227473,,21.432205487042665,20600141.703370016,,-4.204728998243809,39567973.275193654,,-4.283129990100861,39641723.93231428,,725.2691295407712,25082614.206331354,,-661.7346392385662,21015405.72319391,,20.61127858236432,21344155.94673266,,17.840222116559744,25017342.158397365,,23.510212395340204,23478672.43859362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248.154067,19.344493597745895,21556457.705620937,,2.7078789696097374,24107419.899339553,,5.155626472085714,23311156.564293012,,21.37911355122924,20600533.51043056,,-4.383605040609837,39568160.14700563,,-4.418428793549538,39641910.439713866,,724.4520085081458,25083245.698168058,,-661.8025740794837,21015331.640535034,,20.554761361330748,21344578.306013253,,17.785036958754063,25017705.846713353,,23.468918662518263,23479195.94562158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249.155071,19.268376130610704,21556394.129456323,,2.558688722550869,24108336.34244042,,5.015760622918606,23310779.6284927,,21.31631664186716,20600925.254694194,,-4.564193747937679,39568346.8382289,,-4.611005991697311,39642096.754536256,,726.2601789869368,25083878.99817524,,-661.8748856782913,21015257.48556456,,20.4807371199131,21345000.591269605,,17.69788245111704,25018069.447874833,,23.409737333655357,23479719.393468212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250.155188,19.178747814148664,21556330.46366339,,2.381144728511572,24109252.60799729,,4.874943308532238,23310402.551875077,,21.23315830156207,20601316.915799487,,-4.771233253180981,39568533.32241267,,-4.817094035446644,39642282.8632706,,726.148476600647,25084512.186480038,,-661.9694616310298,21015183.236018132,,20.393582619726658,21345422.789371457,,17.632421426475048,25018432.98357529,,23.3343810364604,23480242.765958548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251.154429,19.158196095377207,21556266.777318742,,2.2890425883233547,24110168.781452022,,4.76057681068778,23310025.360890955,,21.223833918571472,20601708.5675804,,-4.900442659854889,39568719.67738703,,-4.95334430038929,39642468.835754685,,727.0778708979487,25085146.304179132,,-661.9854462966323,21015108.97048704,,20.383497055619955,21345844.977387745,,48.61889163777232,25018827.505745955,,23.339328676462173,23480766.143396523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252.154077,19.197777178138494,21556203.130555175,,2.2471779845654964,24111084.91304215,,4.749159187078476,23309648.15848921,,21.266459695994854,20602100.261987086,,-4.970851324498653,39568905.96195272,,-5.014618873596191,39642654.746964194,,725.8141306191683,25085779.158137947,,-661.9519546143711,21015034.73844763,,20.42326843366027,21346267.20517541,,16.472771789878607,25019189.881796774,,23.387663263827562,23481289.569169085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253.154068,19.21699684113264,21556139.50301127,,2.1838101893663406,24112000.981264483,,4.702727533876896,23309270.90965581,,21.29690668359399,20602491.986840762,,-5.057434938848019,39569092.159934804,,-5.110146291553974,39642840.562646285,,726.0866311565042,25086412.2845973,,-661.9315931908786,21014960.52676964,,20.447245433926582,21346689.456940077,,15.439286846667528,25019551.22436265,,23.427815232425928,23481813.035093617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254.155069,19.169804006814957,21556075.828274533,,2.0551716685295105,24112916.920848295,,4.585887216031551,23308893.543982092,,21.252377968281507,20602883.667165723,,-5.221658378839493,39569278.193693444,,-5.259336531162262,39643026.229138136,,724.3163291215897,25087043.640754618,,-661.9846851229668,21014886.261999723,,20.40043319389224,21347111.661892503,,17.424620740115643,25019914.552262418,,23.39565559849143,23482336.468858514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255.154066,19.127558816224337,21556012.111292604,,1.9311001896858215,24113832.73636063,,4.481225699186325,23308516.07364686,,21.220789216458797,20603275.31590193,,-5.374083608388901,39569464.075026855,,-5.418422043323517,39643211.736544475,,725.1574271507561,25087675.838009965,,-662.0280720815063,21014811.953842845,,20.36751238629222,21347533.833924122,,21.099191557615995,25020281.554733004,,23.36920478194952,23482859.876172595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256.154544,19.085694205015898,21555948.352446064,,1.8157822266221046,24114748.436555,,4.369142722338438,23308138.491228648,,21.1905325204134,20603666.934381444,,-5.526128262281418,39569649.80431561,,-5.574653148651123,39643397.08771971,,722.5264268368483,25088305.404264998,,-662.0687949284911,21014737.60496312,,20.327741008251905,21347955.966184363,,17.004642605781555,25020644.46265464,,23.3482724763453,23483383.26255437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257.154067,19.111954730004072,21555884.61986005,,1.754317369312048,24115664.07528451,,4.332035459578037,23307760.871703174,,21.218695987015963,20604058.581024423,,-5.614805102348328,39569835.44492753,,-5.644300632178783,39643582.36924746,,723.397210676223,25088935.84130387,,-662.0501461476088,21014663.274732176,,20.343535386025906,21348378.11423898,,17.962390653789043,25021008.32832432,,23.382905922830105,23483906.68356959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258.154095,19.153629049658775,21555820.928948354,,1.7126430571079254,24116579.67233971,,4.305013753473759,23307383.225155994,,21.272929679602385,20604450.281901095,,-5.685404062271118,39570021.014940485,,-5.707287833094597,39643767.58778801,,724.9814055077732,25089567.862537574,,-662.0046659596264,21014588.98998142,,20.40975757688284,21348800.32851579,,15.356889691203833,25021369.58849304,,23.453885465860367,23484430.175564356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259.151067,19.232600919902325,21555757.31700853,,1.7236800901591778,24117495.280431945,,4.329942230135202,23307005.60353729,,21.35951330512762,20604842.069361392,,-5.718895755708218,39570206.55146175,,-5.749152451753616,39643952.76446394,,726.1935761980712,25090201.09594197,,-661.9312126040459,21014514.77868402,,20.483781822025776,21349222.616816845,,-1536761.7355360985,23484953.756235972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260.151066,19.386738795787096,21555693.85920658,,1.795611098408699,24118410.960455187,,4.412529680877924,23306628.06450604,,21.52449791878462,20605234.021806303,,-5.6770311295986176,39570392.12984764,,-5.695299334824085,39644137.99499299,,726.5532312430441,25090834.689001407,,-661.765466812998,21014440.73313241,,20.64610232412815,21349645.0674384,,177.84351896494627,23485477.503033966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261.155172,19.443826898932457,21555630.458492734,,1.769921451807022,24119326.61478878,,4.396545015275478,23306250.50949012,,21.58577248081565,20605626.035525776,,-5.727268673479557,39570577.657995984,,-5.742301873862743,39644323.178519495,,723.8097673617303,25091465.538596965,,-661.7249342612922,21014366.728113353,,20.697101026773453,21350067.56905866,,1536638.694501672,25022462.100814667,,,23486001.323856194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262.152071,19.378936752676964,21555566.99288874,,1.6127388775348663,24120242.111939803,,4.266955018043518,23305872.824884206,,21.53096790239215,20606017.99444067,,-5.8966300413012505,39570763.01678296,,-5.9325955510139465,39644508.171752326,,724.5305997990072,25092097.10902496,,-661.7892535254359,21014292.65877503,,20.637539111077785,21350490.011117004,,22.682434920221567,25022830.686528616,,23.738564800471067,23486525.100530293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263.154068,19.370563834905624,21555503.51891183,,1.5299611277878284,24121157.526313074,,4.186270505189896,23305495.059593778,,21.529255259782076,20606409.951642923,,-6.025649145245552,39570948.246550836,,-6.06941669434309,39644693.028164014,,726.8051800653338,25092730.954033222,,-661.8010517284274,21014218.577638507,,20.637539107352495,21350912.453175344,,18.096928279846907,25023194.686735924,,23.748269774019718,23487048.886909366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264.154067,19.255816750228405,21555439.930187836,,1.3408092223107815,24122072.75153444,,4.009677980095148,23305117.117710825,,21.42649667710066,20606801.806086592,,-6.258758895099163,39571133.24320896,,-6.302145853638649,39644877.65184654,,726.7111749909818,25093364.70503641,,-661.91313470155,21014144.38441901,,20.5254561342299,21351334.78315071,,22.106606263667345,25023562.696621217,,23.64646266400814,23487572.57148133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265.155203,19.228985339403152,21555376.31463243,,1.227203894406557,24122987.863150477,,3.9352731481194496,23304739.10142304,,21.406135253608227,20607193.64016884,,-6.396150931715965,39571318.10247505,,-6.444295234978199,39645062.13337969,,724.84686787799,25093996.591732483,,-661.9393952339888,21014070.16493898,,20.502430602908134,21351757.090100545,,20.08644863590598,25023928.68634888,,23.63999267295003,23488096.2495833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266.15407,19.198348060250282,21555312.668439746,,1.1206394396722317,24123902.86820206,,3.8144366666674614,23304360.964298774,,21.376830026507378,20607585.444945857,,-6.532591491937637,39571502.825300574,,-6.589108720421791,39645246.47009935,,725.6997641213238,25094629.3313248,,-661.978595726192,21013995.906258456,,20.46970008686185,21352179.364319865,,22.590903662145138,25024297.180531573,,23.632951810956,23488619.92064441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267.155064,19.1663787253201,21555248.990277726,,0.9929523840546608,24124817.745566588,,3.715483959764242,23303982.7282218,,21.35494625940919,20607977.22783911,,-6.677975855767727,39571687.40274174,,-6.730116322636604,39645430.66581141,,726.2828239351511,25095262.653976932,,-662.0103747695684,21013921.61579889,,20.44648426026106,21352601.615323357,,21.229162137955427,25024664.31297274,,23.602124236524105,23489143.560877945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268.155064,19.198157764971256,21555185.343894746,,0.9712589085102081,24125732.60123764,,3.7065401561558247,23303604.483201023,,21.397762328386307,20608369.05354843,,-6.761705070734024,39571871.896453686,,-6.793864719569683,39645614.797775075,,725.165609780699,25095894.85941491,,-661.9738383851945,21013847.36187571,,20.484162408858538,21353023.904005,,21.50946471467614,25025031.725716483,,23.665872614830732,23489667.26485986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269.154093,19.206911277025938,21555121.70626528,,0.8810597062110901,24126647.36670949,,3.643172360956669,23303226.17481245,,21.413747001439333,20608760.895242423,,-6.855519860982895,39572056.296350844,,-6.905757382512093,39645798.817846075,,722.7269963622093,25096524.626239467,,-661.97288691625,21013773.108903997,,20.49063239246607,21353446.199156623,,21.3833000138402,25025399.012295526,,23.685282573103905,23490190.98825173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
